nome_curso;modalidade_ensino;ingressantes_2009;ingressantes_2010;ingressantes_2011;ingressantes_2012;ingressantes_2013;ingressantes_2014;ingressantes_2015;ingressantes_2016;ingressantes_2017;ingressantes_2018;concluintes_2009;concluintes_2010;concluintes_2011;concluintes_2012;concluintes_2013;concluintes_2014;concluintes_2015;concluintes_2016;concluintes_2017;concluintes_2018
ADMINISTRAÇÃO PÚBLICA E SOCIAL;Presencial;;;;;;;78.0;82.0;94.0;102.0;;;;;;;0.0;0.0;0.0;1.0
ADMINISTRAÇÃO RURAL E AGROINDUSTRIAL;Presencial;;;;23.0;39.0;47.0;;;;;;;;0.0;0.0;1.0;;;;
ADMINISTRAÇÃO UNIVERSITÁRIA;Presencial;;;;;;;41.0;;;;;;;;;;0.0;;;
ADMINSTRACAO;Presencial;269.0;;;;;;;;;;173.0;;;;;;;;;
AGRIMENSURA;Presencial;;85.0;64.0;106.0;55.0;191.0;28.0;38.0;;71.0;;23.0;23.0;13.0;22.0;10.0;0.0;13.0;;13.0
AGROECOLOGIA;Presencial;67.0;541.0;675.0;895.0;739.0;843.0;1013.0;923.0;959.0;1161.0;9.0;58.0;12.0;95.0;130.0;140.0;236.0;230.0;238.0;282.0
AGROINDUSTRIA;Presencial;122.0;;;;;;;;;;5.0;;;;;;;;;
AGROINDÚSTRIA;Presencial;;421.0;276.0;679.0;745.0;335.0;219.0;381.0;424.0;461.0;;50.0;33.0;171.0;73.0;91.0;63.0;79.0;127.0;105.0
AGROINDÚSTRIA - ALIMENTOS;Presencial;;113.0;163.0;;;;;;;;;39.0;42.0;;;;;;;
AGROINDÚSTRIA - MADEIRA;Presencial;;57.0;75.0;;;;;;;;;5.0;27.0;;;;;;;
AGRONEGOCIO;Presencial;155.0;;;;;;;;;;0.0;;;;;;;;;
AGRONEGÓCIO;Presencial;;1969.0;2640.0;3051.0;2905.0;2983.0;2728.0;2839.0;2780.0;2373.0;;474.0;905.0;818.0;902.0;906.0;1104.0;989.0;878.0;952.0
AGRONOMIA;Presencial;10113.0;12623.0;13861.0;16417.0;17752.0;20691.0;20435.0;20227.0;20470.0;20399.0;6194.0;5804.0;6241.0;5876.0;5752.0;6581.0;7407.0;8046.0;8676.0;9538.0
AGRONOMIA  IJ;Presencial;121.0;;;;;;;;;;60.0;;;;;;;;;
AGRONOMIA ALTAMIRA;Presencial;22.0;;;;;;;;;;44.0;;;;;;;;;
AGRONOMIA CCA;Presencial;72.0;;;;;;;;;;37.0;;;;;;;;;
AGRONOMIA CDR;Presencial;27.0;;;;;;;;;;1.0;;;;;;;;;
AGRONOMIA CONTRATO MARABA;Presencial;24.0;;;;;;;;;;50.0;;;;;;;;;
AGRONOMIA ENGENHARIA AGRONOMICA;Presencial;50.0;;;;;;;;;;5.0;;;;;;;;;
AGRONOMIA VISAO SISTEMICA EM AGRONEGOCIOS;Presencial;23.0;;;;;;;;;;0.0;;;;;;;;;
AGROPECUÁRIA;Presencial;;184.0;122.0;2.0;29.0;78.0;98.0;28.0;33.0;67.0;;85.0;56.0;19.0;0.0;0.0;0.0;12.0;38.0;59.0
AGROPECUÁRIA INTEGRADA;Presencial;;;18.0;16.0;1.0;;;;;;;;23.0;0.0;14.0;;;;;
ALIMENTOS;Presencial;37.0;1876.0;2049.0;2093.0;2312.0;2197.0;2031.0;2074.0;2154.0;2534.0;5.0;548.0;794.0;694.0;855.0;792.0;661.0;671.0;607.0;779.0
ANALISE DE POLITICAS E SISTEMAS DE SAUDE;Presencial;60.0;;;;;;;;;;0.0;;;;;;;;;
ANALISE DE SISTEMAS;Presencial;498.0;;;;;;;;;;220.0;;;;;;;;;
ANALISE DE SISTEMAS  INFORMATICA;Presencial;179.0;;;;;;;;;;62.0;;;;;;;;;
ANALISE DE SISTEMAS E TECNOLOGIAS DA INFORMACAO;Presencial;366.0;;;;;;;;;;0.0;;;;;;;;;
ANALISE DE SISTEMAS E TECNOLOGIAS DA INFORMACAO - TECNOLOGIA EM PROJETO DE SISTEMAS DE INFORMACOES;Presencial;1.0;;;;;;;;;;18.0;;;;;;;;;
ANALISE DE SISTEMAS SISTEMA DE INFORMACAO;Presencial;50.0;;;;;;;;;;19.0;;;;;;;;;
ANALISE DE SISTEMAS SISTEMAS DE INFORMACAO;Presencial;14.0;;;;;;;;;;8.0;;;;;;;;;
ANALISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;326.0;;;;;;;;;;3.0;;;;;;;;;
ANALISE E DESENVOLVIMENTO DE SISTEMAS EM SAUDE;Presencial;44.0;;;;;;;;;;19.0;;;;;;;;;
ANIMAÇÃO;Presencial;;;;;;;;43.0;44.0;46.0;;;;;;;;0.0;0.0;1.0
ANTROPOLOGIA;Presencial;50.0;206.0;261.0;336.0;329.0;283.0;258.0;382.0;376.0;359.0;0.0;10.0;16.0;19.0;32.0;45.0;60.0;76.0;126.0;124.0
ANTROPOLOGIA - ANTROPOLOGIA SOCIAL;Presencial;28.0;;;;;;;;;;0.0;;;;;;;;;
ANTROPOLOGIA - ANTROPOLOGIA SOCIAL E CULTURAL OU ARQUEOLOGIA;Presencial;;;43.0;;;;;;;;;;0.0;;;;;;;
ANTROPOLOGIA - ARQUEOLOGIA;Presencial;23.0;;;;;;;;;;0.0;;;;;;;;;
ANTROPOLOGIA - DIVERSIDADE CULTURAL LATINO-AMERICANA;Presencial;;;31.0;48.0;;39.0;52.0;44.0;43.0;44.0;;;0.0;0.0;;2.0;7.0;9.0;14.0;13.0
ANTROPOLOGIA E CULTURAS INDIGENAS;Presencial;54.0;;;;;;;;;;0.0;;;;;;;;;
ANTROPOLOGIA- ANTROPOLOGIA VISUAL;Presencial;;;;;;;3.0;;;;;;;;;;5.0;;;
ANÁLISE DE POLÍTICAS E SISTEMAS DE SAÚDE;Presencial;;57.0;60.0;66.0;85.0;;;;;;;0.0;0.0;3.0;23.0;;;;;
ANÁLISE DE SISTEMAS;Presencial;;459.0;302.0;181.0;238.0;242.0;155.0;137.0;12.0;18.0;;237.0;128.0;197.0;85.0;52.0;102.0;68.0;26.0;3.0
ANÁLISE DE SISTEMAS DE INFORMAÇÃO;Presencial;;104.0;110.0;123.0;154.0;143.0;121.0;185.0;179.0;174.0;;106.0;46.0;43.0;41.0;22.0;12.0;13.0;40.0;16.0
ANÁLISE DE SISTEMAS E TECNOLOGIAS DA INFORMAÇÃO;Presencial;;472.0;2.0;181.0;4.0;;;;;;;22.0;19.0;99.0;59.0;;;;;
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;;17810.0;22233.0;25315.0;25596.0;26827.0;24619.0;25475.0;26683.0;28967.0;;4805.0;6050.0;6097.0;6922.0;7868.0;8433.0;8450.0;8201.0;8589.0
ANÁLISE E DESENVOLVIMENTO DE SISTEMAS INTERNET;Presencial;;1.0;11.0;25.0;20.0;15.0;19.0;2.0;;;;0.0;0.0;0.0;3.0;10.0;2.0;5.0;;
ANÁLISE GERENCIAL;Presencial;;409.0;330.0;120.0;19.0;4.0;1.0;;;;;125.0;168.0;82.0;48.0;2.0;1.0;;;
AQUACULTURA;Presencial;50.0;52.0;53.0;44.0;41.0;55.0;51.0;53.0;56.0;51.0;0.0;0.0;0.0;0.0;10.0;13.0;15.0;16.0;22.0;20.0
AQUICULTURA;Presencial;29.0;;;;;;;;;;0.0;;;;;;;;;
AQUICULTURA NATAL;Presencial;41.0;;;;;;;;;;21.0;;;;;;;;;
AQÜICULTURA;Presencial;;270.0;153.0;170.0;174.0;155.0;130.0;131.0;90.0;98.0;;49.0;17.0;30.0;66.0;52.0;26.0;39.0;7.0;13.0
ARBITRAGEM;Presencial;;;;;;;;;;1.0;;;;;;;;;;0.0
ARQUEOLOGIA;Presencial;172.0;286.0;246.0;200.0;177.0;297.0;208.0;305.0;253.0;298.0;6.0;27.0;53.0;88.0;69.0;71.0;60.0;56.0;66.0;112.0
ARQUEOLOGIA E CONSERVACAO DE ARTE RUPESTRE;Presencial;39.0;;;;;;;;;;0.0;;;;;;;;;
ARQUEOLOGIA E PRESERVACAO PATRIMONIAL;Presencial;33.0;;;;;;;;;;11.0;;;;;;;;;
ARQUEOLOGIA E PRESERVAÇÃO PATRIMONIAL;Presencial;;40.0;41.0;41.0;40.0;39.0;40.0;39.0;41.0;31.0;;20.0;6.0;11.0;6.0;22.0;28.0;25.0;20.0;12.0
ARQUITETURA;Presencial;94.0;48.0;49.0;;;;;;;;0.0;0.0;0.0;;;;;;;
ARQUITETURA E URBANISMO;Presencial;17871.0;22664.0;27611.0;37025.0;45268.0;54226.0;53264.0;47799.0;43960.0;38146.0;6486.0;6517.0;7457.0;8004.0;8799.0;10268.0;11732.0;14868.0;17979.0;21852.0
ARQUITETURA E URBANISMO  INDIANOPOLIS;Presencial;189.0;;;;;;;;;;29.0;;;;;;;;;
ARQUITETURA E URBANISMO  MARQUES;Presencial;127.0;;;;;;;;;;0.0;;;;;;;;;
ARQUITETURA E URBANISMO  NORTE;Presencial;84.0;;;;;;;;;;17.0;;;;;;;;;
ARQUITETURA E URBANISMO - CTB;Presencial;37.0;;;;;;;;;;0.0;;;;;;;;;
ARQUITETURA E URBANISMO CAMPUS II  BARRA;Presencial;140.0;;;;;;;;;;16.0;;;;;;;;;
ARQUITETURA E URBANISMO CCT;Presencial;61.0;;;;;;;;;;13.0;;;;;;;;;
ARQUITETURA E URBANISMO NATAL;Presencial;47.0;;;;;;;;;;33.0;;;;;;;;;
ARQUIVOLOGIA;Presencial;732.0;757.0;994.0;1014.0;1047.0;1040.0;960.0;1019.0;1039.0;946.0;309.0;356.0;370.0;379.0;420.0;460.0;430.0;557.0;571.0;461.0
ARQUIVOLOGIA NOTURNO;Presencial;31.0;;;;;;;;;;19.0;;;;;;;;;
ARTE;Presencial;;;;20.0;33.0;30.0;45.0;25.0;25.0;18.0;;;;17.0;0.0;20.0;15.0;0.0;11.0;12.0
ARTE  EDUCACAO;Presencial;25.0;;;;;;;;;;6.0;;;;;;;;;
ARTE - EDUCAÇÃO;Presencial;;25.0;24.0;25.0;18.0;2.0;;;;;;13.0;15.0;20.0;23.0;9.0;;;;
ARTE E MIDIA;Presencial;34.0;;;;;;;;;;29.0;;;;;;;;;
ARTE E MÍDIA;Presencial;;37.0;36.0;37.0;36.0;37.0;36.0;34.0;34.0;34.0;;13.0;19.0;14.0;9.0;15.0;17.0;20.0;21.0;19.0
ARTE EDUCACAO - ARTES VISUAIS;Presencial;7.0;;;;;;;;;;1.0;;;;;;;;;
ARTE EDUCACAO - MUSICA;Presencial;1.0;;;;;;;;;;1.0;;;;;;;;;
ARTE EDUCAÇÃO;Presencial;;17.0;58.0;;;47.0;;;1.0;37.0;;15.0;10.0;;;3.0;;;5.0;2.0
ARTE: HISTÓRIA, CRÍTICA E CURADORIA;Presencial;;;;;32.0;35.0;27.0;22.0;1.0;15.0;;;;;5.0;0.0;9.0;6.0;10.0;13.0
ARTES;Presencial;510.0;370.0;409.0;561.0;295.0;173.0;228.0;149.0;130.0;125.0;73.0;87.0;112.0;169.0;116.0;70.0;80.0;79.0;85.0;45.0
ARTES - ARTES VISUAIS;Presencial;58.0;;1.0;;;;;;;;15.0;;6.0;;;;;;;
ARTES - AUDIO VISUAL E NOVAS MIDIAS;Presencial;23.0;;;;;;;;;;0.0;;;;;;;;;
ARTES - EDUCAÇÃO ARTÍSTICA;Presencial;;25.0;;;;;;;;;;19.0;;;;;;;;
ARTES - FIGURINO E INDUMENTARIA;Presencial;63.0;;;;;;;;;;14.0;;;;;;;;;
ARTES - INTERPRETAÇÃO TEATRAL;Presencial;;1.0;2.0;;;;;;;;;5.0;1.0;;;;;;;
ARTES - MUSICA;Presencial;18.0;;;;;;;;;;20.0;;;;;;;;;
ARTES - MÚSICA;Presencial;;3.0;20.0;;;;;;;;;16.0;22.0;;;;;;;
ARTES - TEATRO;Presencial;;111.0;82.0;;;;;;;;;0.0;0.0;;;;;;;
ARTES - TEATRO INTERPRETACAO;Presencial;2.0;;;;;;;;;;5.0;;;;;;;;;
ARTES - ÁUDIO VISUAL E NOVAS MÍDIAS;Presencial;;1.0;3.0;;;;;;;;;0.0;0.0;;;;;;;
ARTES APLICADAS;Presencial;30.0;30.0;33.0;25.0;23.0;22.0;33.0;34.0;27.0;12.0;0.0;0.0;0.0;1.0;5.0;17.0;6.0;6.0;8.0;9.0
ARTES CENICAS;Presencial;358.0;;;;;;;;;;69.0;;;;;;;;;
ARTES CENICAS - CENOGRAFIA;Presencial;52.0;;;;;;;;;;32.0;;;;;;;;;
ARTES CENICAS - CICLO BASICO;Presencial;15.0;;;;;;;;;;0.0;;;;;;;;;
ARTES CENICAS - DIRECAO;Presencial;4.0;;;;;;;;;;1.0;;;;;;;;;
ARTES CENICAS - DIRECAO TEATRAL;Presencial;20.0;;;;;;;;;;14.0;;;;;;;;;
ARTES CENICAS - EDUCACAO ARTISTICA;Presencial;12.0;;;;;;;;;;13.0;;;;;;;;;
ARTES CENICAS - INDUMENTARIA;Presencial;36.0;;;;;;;;;;16.0;;;;;;;;;
ARTES CENICAS - INTERPRETACAO;Presencial;74.0;;;;;;;;;;36.0;;;;;;;;;
ARTES CENICAS - INTERPRETACAO TEATRAL;Presencial;119.0;;;;;;;;;;133.0;;;;;;;;;
ARTES CENICAS - TEATRO;Presencial;40.0;;;;;;;;;;0.0;;;;;;;;;
ARTES CENICAS - TEORIA DO TEATRO;Presencial;24.0;;;;;;;;;;7.0;;;;;;;;;
ARTES COM HABILITAÇÃO EM FIGURINO E INDUMENTÁRIA;Presencial;;68.0;44.0;46.0;22.0;28.0;1.0;;;;;5.0;16.0;18.0;5.0;12.0;3.0;;;
ARTES CÊNICAS;Presencial;;450.0;496.0;613.0;467.0;540.0;626.0;610.0;567.0;586.0;;129.0;119.0;242.0;272.0;336.0;371.0;318.0;272.0;330.0
ARTES CÊNICAS - CENOGRAFIA;Presencial;;56.0;32.0;;;;;;;29.0;;23.0;16.0;;;;;;;4.0
ARTES CÊNICAS - DIREÇÃO;Presencial;;3.0;1.0;;;;;;;;;2.0;2.0;;;;;;;
ARTES CÊNICAS - DIREÇÃO TEATRAL;Presencial;;41.0;28.0;;;;;;;18.0;;72.0;39.0;;;;;;;11.0
ARTES CÊNICAS - INDUMENTÁRIA;Presencial;;41.0;27.0;;;;;;;27.0;;15.0;8.0;;;;;;;19.0
ARTES CÊNICAS - INTERPRETAÇÃO;Presencial;;85.0;70.0;;;;;;;;;32.0;33.0;;;;;;;
ARTES CÊNICAS - INTERPRETAÇÃO TEATRAL;Presencial;;58.0;69.0;;;;;;;;;40.0;7.0;;;;;;;
ARTES CÊNICAS - TEATRO;Presencial;;46.0;55.0;;;;;;;;;0.0;19.0;;;;;;;
ARTES CÊNICAS - TEORIA DO TEATRO;Presencial;;18.0;19.0;;;;;;;;;3.0;4.0;;;;;;;
ARTES CÊNICAS COM HABILITAÇÃO EM CENOGRAFIA;Presencial;;;;15.0;17.0;8.0;13.0;19.0;24.0;;;;;14.0;18.0;16.0;16.0;8.0;9.0;
ARTES CÊNICAS COM HABILITAÇÃO EM DIREÇÃO TEATRAL;Presencial;;;;15.0;18.0;17.0;15.0;16.0;15.0;;;;;6.0;6.0;14.0;10.0;11.0;11.0;
ARTES CÊNICAS COM HABILITAÇÃO EM INDUMENTÁRIA;Presencial;;;;23.0;25.0;35.0;30.0;27.0;26.0;;;;;17.0;24.0;15.0;21.0;12.0;9.0;
ARTES CÊNICAS COM HABILITAÇÃO EM INTERPRETAÇÃO TEATRAL;Presencial;;;1.0;;;;;;;;;;12.0;;;;;;;
ARTES CÊNICAS COM HABILITAÇÃO EM TEORIA DO TEATRO;Presencial;;;;1.0;1.0;;;;;;;;;1.0;1.0;;;;;
ARTES CÊNICAS E DANÇA;Presencial;;49.0;52.0;52.0;49.0;;;;;;;0.0;0.0;0.0;8.0;;;;;
ARTES E MÍDIAS DIGITAIS;Presencial;;;;;;;;;;22.0;;;;;;;;;;0.0
ARTES MUSICA;Presencial;17.0;;;;;;;;;;17.0;;;;;;;;;
ARTES PLASTICAS;Presencial;569.0;;;;;;;;;;247.0;;;;;;;;;
ARTES PLASTICAS - EDUCACAO ARTISTICA;Presencial;9.0;;;;;;;;;;7.0;;;;;;;;;
ARTES PLASTICAS - ESCULTURA;Presencial;2.0;;;;;;;;;;1.0;;;;;;;;;
ARTES PLASTICAS - GRAVURA;Presencial;7.0;;;;;;;;;;3.0;;;;;;;;;
ARTES PLASTICAS - MULTIMIDIA E INTERMIDIA;Presencial;9.0;;;;;;;;;;9.0;;;;;;;;;
ARTES PLASTICAS - PINTURA;Presencial;7.0;;;;;;;;;;6.0;;;;;;;;;
ARTES PLÁSTICAS;Presencial;;727.0;381.0;561.0;341.0;268.0;316.0;336.0;281.0;277.0;;237.0;285.0;166.0;161.0;165.0;116.0;124.0;112.0;148.0
ARTES PLÁSTICAS COM HABILITAÇÃO EM ESCULTURA;Presencial;;;7.0;;;;;;;;;;0.0;;;;;;;
ARTES PLÁSTICAS COM HABILITAÇÃO EM GRAVURA;Presencial;;1.0;21.0;;;;;;;;;5.0;7.0;;;;;;;
ARTES PLÁSTICAS COM HABILITAÇÃO EM MULTIMÍDIA E INTERMÍDIA;Presencial;;1.0;7.0;;;;;;;;;3.0;5.0;;;;;;;
ARTES PLÁSTICAS COM HABILITAÇÃO EM PINTURA;Presencial;;1.0;9.0;;;;;;;;;5.0;10.0;;;;;;;
ARTES TEATRO;Presencial;9.0;;;;;;;;;;0.0;;;;;;;;;
ARTES VISUAIS;Presencial;1866.0;3258.0;3359.0;4233.0;4028.0;4327.0;4025.0;3843.0;3222.0;3195.0;860.0;1683.0;1480.0;1527.0;1666.0;1736.0;1772.0;1826.0;1816.0;1780.0
ARTES VISUAIS - ARTES CÊNICAS;Presencial;;;93.0;;;;;;;;;;3.0;;;;;;;
ARTES VISUAIS - ARTES GRAFICAS;Presencial;15.0;;;;;;;;;;3.0;;;;;;;;;
ARTES VISUAIS - ARTES GRÁFICAS;Presencial;;15.0;9.0;26.0;;;;;;;;7.0;10.0;3.0;;;;;;
ARTES VISUAIS - ARTES PLASTICAS;Presencial;91.0;;;;;;;;;;43.0;;;;;;;;;
ARTES VISUAIS - ARTES PLÁSTICAS;Presencial;;94.0;126.0;39.0;2.0;;;;;;;79.0;131.0;15.0;9.0;;;;;
ARTES VISUAIS - ARTES VISUAIS;Presencial;90.0;;;;;;;;;;106.0;;;;;;;;;
ARTES VISUAIS - ARTES VISUAIS  LICENCIATURA;Presencial;41.0;;;;;;;;;;0.0;;;;;;;;;
ARTES VISUAIS - ARTES VISUAIS BACHARELADO;Presencial;31.0;;;;;;;;;;0.0;;;;;;;;;
ARTES VISUAIS - ARTES VISUAIS COM HABILITACAO EM BACHARELADO;Presencial;25.0;;;;;;;;;;0.0;;;;;;;;;
ARTES VISUAIS - ARTES VISUAIS COM HABILITACAO EM LICENCIATURA;Presencial;19.0;;;;;;;;;;0.0;;;;;;;;;
ARTES VISUAIS - BACHARELADO EM ARTES VISUAIS;Presencial;9.0;;;;;;;;;;12.0;;;;;;;;;
ARTES VISUAIS - BACHARELADO EM DESENHO E PLASTICA;Presencial;32.0;;;;;;;;;;17.0;;;;;;;;;
ARTES VISUAIS - BACHARELADO EM EDUCACAO ARTISTICA ARTES PLASTICAS;Presencial;10.0;;;;;;;;;;15.0;;;;;;;;;
ARTES VISUAIS - CINEMA DE ANIMACAO;Presencial;48.0;;;;;;;;;;15.0;;;;;;;;;
ARTES VISUAIS - CINEMA DE ANIMAÇÃO;Presencial;;20.0;13.0;2.0;;;;;;;;13.0;3.0;11.0;;;;;;
ARTES VISUAIS - DESENHO;Presencial;4.0;9.0;10.0;31.0;;;;;;;8.0;5.0;6.0;9.0;;;;;;
ARTES VISUAIS - DESENHO E PLASTICA;Presencial;2.0;;;;;;;;;;3.0;;;;;;;;;
ARTES VISUAIS - DESENHO E PLÁSTICA;Presencial;;60.0;64.0;;;;;;;;;28.0;23.0;;;;;;;
ARTES VISUAIS - DESIGN DE INTERIORES;Presencial;38.0;39.0;34.0;;;;;;;;10.0;7.0;23.0;;;;;;;
ARTES VISUAIS - DESIGN GRAFICO;Presencial;39.0;;;;;;;;;;23.0;;;;;;;;;
ARTES VISUAIS - DESIGN GRÁFICO;Presencial;;35.0;43.0;41.0;;;;;;;;19.0;26.0;30.0;;;;;;
ARTES VISUAIS - ESCULTURA;Presencial;39.0;53.0;48.0;99.0;23.0;12.0;21.0;38.0;29.0;34.0;8.0;4.0;3.0;2.0;1.0;5.0;2.0;3.0;8.0;10.0
ARTES VISUAIS - GRAVURA;Presencial;6.0;6.0;5.0;21.0;;;;;;;9.0;6.0;5.0;6.0;;;;;;
ARTES VISUAIS - LICENCIATURA EM ARTES ARTES VISUAIS;Presencial;27.0;;;;;;;;;;5.0;;;;;;;;;
ARTES VISUAIS - LICENCIATURA EM DESENHO E PLASTICA;Presencial;19.0;;;;;;;;;;10.0;;;;;;;;;
ARTES VISUAIS - LICENCIATURA EM EDUCACAO ARTISTICA ARTES PLASTICAS;Presencial;5.0;;;;;;;;;;17.0;;;;;;;;;
ARTES VISUAIS - LICENCIATURA OU BACHARELADO;Presencial;;57.0;60.0;103.0;;;;;;;;17.0;16.0;19.0;;;;;;
ARTES VISUAIS - MULTIMIDIA;Presencial;99.0;;;;;;;;;;64.0;;;;;;;;;
ARTES VISUAIS - MULTIMÍDIA;Presencial;;106.0;123.0;;;;;;;;;65.0;55.0;;;;;;;
ARTES VISUAIS - PINTURA;Presencial;8.0;10.0;5.0;21.0;;;;;;;11.0;7.0;13.0;16.0;;;;;;
ARTES VISUAIS BACH LIC;Presencial;52.0;;;;;;;;;;0.0;;;;;;;;;
ARTES VISUAIS CDR;Presencial;10.0;;;;;;;;;;1.0;;;;;;;;;
ARTES VISUAIS CNI;Presencial;19.0;;;;;;;;;;10.0;;;;;;;;;
ARTES VISUAIS COM HABILITAÇÃO EM ESCULTURA;Presencial;;;;6.0;5.0;;3.0;;;;;;;2.0;4.0;;6.0;;;
ARTES VISUAIS COM HABILITAÇÃO EM GRAVURA;Presencial;;;;4.0;7.0;;5.0;;;;;;;4.0;5.0;;9.0;;;
ARTES VISUAIS COM HABILITAÇÃO EM MULTIMÍDIA E INTERMÍDIA;Presencial;;;;7.0;6.0;1.0;6.0;;;;;;;5.0;5.0;6.0;3.0;;;
ARTES VISUAIS COM HABILITAÇÃO EM PINTURA;Presencial;;;;6.0;7.0;;7.0;;;;;;;8.0;4.0;;4.0;;;
ARTES VISUAIS COMPUTACAO;Presencial;18.0;;;;;;;;;;19.0;;;;;;;;;
ARTES VISUAIS E TECNOLOGIA DA IMAGEM;Presencial;15.0;;;;;;;;;;12.0;;;;;;;;;
ARTES VISUAIS IJ;Presencial;34.0;;;;;;;;;;40.0;;;;;;;;;
ARTES VISUAIS INTEGRAL;Presencial;18.0;;;;;;;;;;0.0;;;;;;;;;
ARTES VISUAIS MOEMA;Presencial;84.0;;;;;;;;;;0.0;;;;;;;;;
ARTES VISUAIS NATAL;Presencial;40.0;;;;;;;;;;4.0;;;;;;;;;
ARTES VISUAIS NOTURNO;Presencial;29.0;;;;;;;;;;0.0;;;;;;;;;
ARTES VISUAIS PINTURA ESCULTURA E GRAVURA;Presencial;51.0;;;;;;;;;;81.0;;;;;;;;;
ARTES VISUAIS PU;Presencial;22.0;;;;;;;;;;1.0;;;;;;;;;
ARTES VISUAIS, PINTURA, GRAVURA E ESCULTURA;Presencial;;;;116.0;113.0;125.0;143.0;146.0;127.0;126.0;;;;52.0;41.0;51.0;49.0;58.0;38.0;36.0
ARTETEATRO;Presencial;23.0;;;;;;;;;;8.0;;;;;;;;;
ARTETERAPIA;Presencial;3.0;;;;;;;;;;8.0;;;;;;;;;
ASTRONOMIA;Presencial;33.0;32.0;81.0;91.0;95.0;100.0;103.0;91.0;94.0;97.0;9.0;1.0;5.0;7.0;3.0;10.0;15.0;9.0;17.0;21.0
ATUARIA;Presencial;47.0;;;;;;;;;;7.0;;;;;;;;;
AUDIO VISUAL;Presencial;;94.0;99.0;;;;;;;;;37.0;60.0;;;;;;;
AUDIOVISUAL;Presencial;131.0;;;93.0;76.0;81.0;129.0;132.0;126.0;89.0;33.0;;;65.0;81.0;51.0;53.0;46.0;39.0;74.0
AUDIOVISUAL - CRIAÇÃO E PRODUÇÃO;Presencial;;72.0;33.0;48.0;;;;;;;;55.0;53.0;35.0;;;;;;
AUDIOVISUAL E NOVAS MIDIAS;Presencial;59.0;;;;;;;;;;0.0;;;;;;;;;
AUTOMAÇÃO AERONÁUTICA;Presencial;;;30.0;88.0;12.0;;;;;;;;0.0;0.0;0.0;;;;;
AUTOMAÇÃO DE ESCRITÓRIO E SECRETARIADO;Presencial;;159.0;;;;;;;;;;47.0;;;;;;;;
AUTOMAÇÃO DE ESCRITÓRIOS E SECRETARIADO;Presencial;;;212.0;145.0;139.0;157.0;152.0;134.0;137.0;160.0;;;50.0;108.0;70.0;73.0;102.0;71.0;75.0;66.0
AUTOMAÇÃO E MANUFATURA DIGITAL;Presencial;;;;;;81.0;85.0;84.0;90.0;6.0;;;;;;1.0;19.0;8.0;19.0;31.0
AUTOMAÇÃO INDUSTRIAL;Presencial;;3901.0;4884.0;4374.0;4455.0;4164.0;3532.0;3597.0;3282.0;3318.0;;1088.0;1623.0;1290.0;1468.0;1349.0;1319.0;1252.0;1057.0;945.0
AUTOMOBILÍSTICA;Presencial;;5.0;;;;;;;;;;3.0;;;;;;;;
AVIACAO CIVIL;Presencial;338.0;;;;;;;;;;20.0;;;;;;;;;
AVIAÇÃO CIVIL;Presencial;;444.0;675.0;643.0;600.0;684.0;544.0;482.0;486.0;456.0;;76.0;62.0;131.0;129.0;369.0;90.0;523.0;208.0;332.0
BACHAREL EM ECONOMIA - BUJARI;Presencial;3.0;;;;;;;;;;0.0;;;;;;;;;
BACHAREL EM ECONOMIA - SENADOR GUIOMARD;Presencial;1.0;;;;;;;;;;0.0;;;;;;;;;
BACHAREL EM ECONOMIA MANCIO LIMA;Presencial;1.0;;;;;;;;;;0.0;;;;;;;;;
BACHAREL EM TEOLOGIA;Presencial;65.0;;;;;;;;;;14.0;;;;;;;;;
BACHARELADO;Presencial;200.0;;;;;;;;;;29.0;;;;;;;;;
BACHARELADO EM ADMINISTRACAO;Presencial;525.0;;;;;;;;;;32.0;;;;;;;;;
BACHARELADO EM AGROECOLOGIA;Presencial;41.0;;;;;;;;;;0.0;;;;;;;;;
BACHARELADO EM AGRONOMIA;Presencial;68.0;;;;;;;;;;1.0;;;;;;;;;
BACHARELADO EM AGRONOMIA AGROECE SISTRURAIS SUSTENTAVEIS;Presencial;59.0;;;;;;;;;;0.0;;;;;;;;;
BACHARELADO EM ARTES VISUAIS;Presencial;33.0;;;;;;;;;;0.0;;;;;;;;;
BACHARELADO EM BIBLIOTECONOMIA E CIENCIA DA INFORMACAO;Presencial;70.0;;;;;;;;;;29.0;;;;;;;;;
BACHARELADO EM BIOTECNOLOGIA;Presencial;71.0;;;;;;;;;;0.0;;;;;;;;;
BACHARELADO EM CIENCIA DA COMPUTACAO;Presencial;97.0;;;;;;;;;;72.0;;;;;;;;;
BACHARELADO EM CIENCIA DA COMPUTACAO SOROCABA;Presencial;61.0;;;;;;;;;;0.0;;;;;;;;;
BACHARELADO EM CIENCIA E TECNOLOGIA DIAMANTINA;Presencial;238.0;;;;;;;;;;0.0;;;;;;;;;
BACHARELADO EM CIENCIA E TECNOLOGIA NATAL;Presencial;493.0;;;;;;;;;;0.0;;;;;;;;;
BACHARELADO EM CIENCIA E TECNOLOGIA TEOFILO OTONI;Presencial;234.0;;;;;;;;;;0.0;;;;;;;;;
BACHARELADO EM CIENCIAS BIOLOGICAS;Presencial;30.0;;;;;;;;;;12.0;;;;;;;;;
