nome_curso;modalidade_ensino;ingressantes_2009;ingressantes_2010;ingressantes_2011;ingressantes_2012;ingressantes_2013;ingressantes_2014;ingressantes_2015;ingressantes_2016;ingressantes_2017;ingressantes_2018;concluintes_2009;concluintes_2010;concluintes_2011;concluintes_2012;concluintes_2013;concluintes_2014;concluintes_2015;concluintes_2016;concluintes_2017;concluintes_2018
LETRAS PORTUGUES FRANCES E RESPECTIVAS LITERATURAS;Presencial;26.0;;;;;;;;;;4.0;;;;;;;;;
LETRAS PORTUGUES INGLES;Presencial;18.0;;;;;;;;;;13.0;;;;;;;;;
LETRAS PORTUGUES INGLES E RESPETIVAS LITERATURAS;Presencial;23.0;;;;;;;;;;7.0;;;;;;;;;
LETRAS PORTUGUES LITERATURA FORMACAO DE PROFESSOR;Presencial;82.0;;;;;;;;;;33.0;;;;;;;;;
LETRAS PORTUGUES-ESPANHOL;Presencial;28.0;;;;;;;;;;19.0;;;;;;;;;
LETRAS PORTUGUES-ESPANHOL - LETRAS PORTUGUES-ESPANHOL;Presencial;42.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS PORTUGUES-ESPANHOL - LETRAS PORTUGUES-INGLES;Presencial;77.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS PORTUGUES-INGLES;Presencial;104.0;;;;;;;;;;85.0;;;;;;;;;
LETRAS PORTUGUES-INGLES FORMACAO DE PROFESSOR;Presencial;83.0;;;;;;;;;;26.0;;;;;;;;;
LETRAS PORTUGUES-LITERATURA;Presencial;38.0;;;;;;;;;;27.0;;;;;;;;;
LETRAS PORTUGUESESPANHOL;Presencial;19.0;;;;;;;;;;1.0;;;;;;;;;
LETRAS PORTUGUESINGLES;Presencial;175.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS PORTUGUÊS E ESPANHOL E RESPECTIVAS LITERATURAS;Presencial;;505.0;67.0;37.0;33.0;27.0;26.0;25.0;23.0;25.0;;119.0;241.0;12.0;13.0;19.0;12.0;8.0;5.0;9.0
LETRAS PORTUGUÊS E FRANCÊS;Presencial;;26.0;78.0;43.0;29.0;24.0;29.0;18.0;19.0;19.0;;29.0;16.0;24.0;17.0;12.0;16.0;16.0;8.0;3.0
LETRAS PORTUGUÊS E INGLÊS;Presencial;;195.0;262.0;536.0;444.0;412.0;312.0;295.0;270.0;287.0;;145.0;106.0;156.0;122.0;130.0;202.0;191.0;150.0;112.0
LETRAS SR - LINGUA PORTUGUESA E RESPECTIVAS LITERATURAS;Presencial;8.0;;;;;;;;;;10.0;;;;;;;;;
LETRAS TRADUÇÃO ESPANHOL;Presencial;;60.0;53.0;62.0;57.0;56.0;;;;;;0.0;0.0;0.0;6.0;18.0;;;;
LETRAS VERNACULAS;Presencial;295.0;;;;;;;;;;67.0;;;;;;;;;
LETRAS VERNACULAS COM LINGUA ESTRANGEIRA MODERNA OU CLASSICA;Presencial;71.0;;;;;;;;;;27.0;;;;;;;;;
LETRAS VERNÁCULAS;Presencial;;305.0;144.0;180.0;121.0;40.0;58.0;59.0;54.0;50.0;;119.0;70.0;80.0;90.0;87.0;78.0;77.0;18.0;21.0
LETRAS VERNÁCULAS - LÍNGUA ESTRANGEIRA;Presencial;;;119.0;110.0;66.0;4.0;1.0;1.0;;;;;35.0;24.0;26.0;20.0;32.0;30.0;;
LETRAS VERNÁCULAS - PORTUGUÊS E RESPECTIVAS LITERATURAS;Presencial;;;;;;;26.0;32.0;28.0;27.0;;;;;;;10.0;6.0;1.0;15.0
LETRAS VERNÁCULAS -PORTUGUÊS - LÍNGUA ESTRANGEIRA;Presencial;;;;10.0;15.0;4.0;;2.0;;;;;;3.0;5.0;1.0;;13.0;;
LETRAS VILA VALQUEIRE - PORTUGUES-INGLES;Presencial;35.0;;;;;;;;;;43.0;;;;;;;;;
LETRAS  PORTUGUÊS E LITERATURAS;Presencial;;72.0;;;;;;;;;;42.0;;;;;;;;
LETRAS- LINGUA PORTUGUESA E LINGUA INGLESA E RESPECTIVAS LITERATURAS;Presencial;23.0;;;;;;;;;;32.0;;;;;;;;;
LETRAS- PORTUGUES E ALEMAO E RESPECTIVAS LITERATURAS;Presencial;25.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS-LINGUA PORTUGUESA-LINGUA ESPANHOLA;Presencial;17.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS-PORTUGUES E LITERATURAS DA LINGUA PORTUGUESA;Presencial;2.0;;;;;;;;;;5.0;;;;;;;;;
LETRAS-PORTUGUES-INGLES E RESPECTIVAS LITERATURAS;Presencial;51.0;;;;;;;;;;45.0;;;;;;;;;
LETRAS-REDACAO E REVISAO DE TEXTOS;Presencial;30.0;;;;;;;;;;0.0;;;;;;;;;
LETRAS: ESPANHOL;Presencial;;;;;;;;22.0;29.0;33.0;;;;;;;;2.0;3.0;5.0
LETRAS: ESTUDOS LITERÁRIOS;Presencial;;;;;;;;13.0;16.0;11.0;;;;;;;;2.0;1.0;3.0
LETRAS: FRANCÊS;Presencial;;;;;;;;9.0;13.0;12.0;;;;;;;;4.0;5.0;3.0
LETRAS: INGLÊS;Presencial;;;;;;;;31.0;32.0;30.0;;;;;;;;14.0;14.0;10.0
LETRAS: LIBRAS;Presencial;;;;;;;;;52.0;39.0;;;;;;;;;23.0;18.0
LETRAS: LINGUÍSTICA;Presencial;;;;;;;;10.0;17.0;163.0;;;;;;;;4.0;1.0;15.0
LETRAS: PORTUGUÊS;Presencial;;;;;;;;108.0;119.0;102.0;;;;;;;;43.0;59.0;38.0
LETRAS: TRADUÇÃO E INTERPRETAÇÃO EM LIBRAS/PORTUGUÊS;Presencial;;;;;;;;31.0;31.0;31.0;;;;;;;;0.0;4.0;1.0
LETRASESPANHOL;Presencial;32.0;;;;;;;;;;15.0;;;;;;;;;
LETRASINGLES;Presencial;47.0;;;;;;;;;;38.0;;;;;;;;;
LETRASPORTUGUES;Presencial;88.0;;;;;;;;;;13.0;;;;;;;;;
LIC EM COMPUTACAO;Presencial;1.0;;;;;;;;;;5.0;;;;;;;;;
LICENCIADO EM PSICOLOGIA;Presencial;1.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA;Presencial;1.0;;;;;;;;;;15.0;;;;;;;;;
LICENCIATURA DUPLA PORTUGUES-ESPANHOL;Presencial;25.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA E BACHARELADO EM TEATRO;Presencial;45.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM ALEMAO;Presencial;20.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM BIOLOGIA  - CAMPUS MACAU;Presencial;43.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM CIENCIAS AGRICOLAS;Presencial;78.0;;;;;;;;;;32.0;;;;;;;;;
LICENCIATURA EM CIENCIAS BIOLOGICAS;Presencial;524.0;;;;;;;;;;123.0;;;;;;;;;
LICENCIATURA EM CIENCIAS DA NATUREZA PARA O ENSINO FUNDAMENTAL;Presencial;74.0;;;;;;;;;;28.0;;;;;;;;;
LICENCIATURA EM CIENCIAS EXATAS;Presencial;44.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM CIENCIAS EXATAS - FISICA;Presencial;1.0;;;;;;;;;;8.0;;;;;;;;;
LICENCIATURA EM CIENCIAS NATURAIS - QUIMICA;Presencial;41.0;;;;;;;;;;14.0;;;;;;;;;
LICENCIATURA EM CIENCIAS SOCIAIS;Presencial;22.0;;;;;;;;;;36.0;;;;;;;;;
LICENCIATURA EM COMERCIO E ADMINISTRACAO;Presencial;35.0;;;;;;;;;;6.0;;;;;;;;;
LICENCIATURA EM COMPUTACAO;Presencial;258.0;;;;;;;;;;51.0;;;;;;;;;
LICENCIATURA EM DANCA;Presencial;30.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM EDUCACAO DO CAMPO;Presencial;34.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM EDUCACAO ESPECIAL;Presencial;121.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM EDUCACAO FISICA;Presencial;271.0;;;;;;;;;;147.0;;;;;;;;;
LICENCIATURA EM ENFERMAGEM;Presencial;50.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM ESPANHOL - CAMPUS NATAL-CENTRAL;Presencial;39.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM FILOSOFIA;Presencial;96.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM FISICA;Presencial;381.0;;;;;;;;;;42.0;;;;;;;;;
LICENCIATURA EM FISICA - CAMPUS CAICO;Presencial;42.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM FISICA - CAMPUS JOAO CAMARA;Presencial;42.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM FISICA - CAMPUS NATAL-CENTRAL;Presencial;39.0;;;;;;;;;;4.0;;;;;;;;;
LICENCIATURA EM FISICA - CAMPUS SANTA CRUZ;Presencial;45.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM GEOCIENCIAS E EDUCACAO AMBIENTAL;Presencial;40.0;;;;;;;;;;7.0;;;;;;;;;
LICENCIATURA EM GEOGRAFIA;Presencial;190.0;;;;;;;;;;42.0;;;;;;;;;
LICENCIATURA EM GEOGRAFIA - CAMPUS NATAL-CENTRAL;Presencial;33.0;;;;;;;;;;11.0;;;;;;;;;
LICENCIATURA EM INFORMATICA;Presencial;230.0;;;;;;;;;;27.0;;;;;;;;;
LICENCIATURA EM LETRAS;Presencial;306.0;;;;;;;;;;15.0;;;;;;;;;
LICENCIATURA EM LETRAS - PORTUGUES-ESPANHOL;Presencial;42.0;;;;;;;;;;19.0;;;;;;;;;
LICENCIATURA EM LETRAS - PORTUGUES-INGLES;Presencial;120.0;;;;;;;;;;100.0;;;;;;;;;
LICENCIATURA EM LETRAS LINGUA PORTUGUESA E ESPANHOL;Presencial;80.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM LETRAS PORTUGUES;Presencial;40.0;;;;;;;;;;25.0;;;;;;;;;
LICENCIATURA EM LETRAS PORTUGUES E LITERATURAS DA LINGUA PORTUGUESA;Presencial;93.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM LETRAS PORTUGUES-ESPANHOL E RESPECTIVAS LITERATURAS;Presencial;80.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM LETRAS PORTUGUES-INGLES E SUAS LITERATURAS;Presencial;80.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM LETRASPORTUGUES-INGLES E RESPECTIVAS LITERATURAS;Presencial;59.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM LINGUA ESPANHOLA E SUAS LITERATURAS;Presencial;71.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM LINGUA INGLESA E SUAS RESPECTIVAS LITERATURAS;Presencial;38.0;;;;;;;;;;39.0;;;;;;;;;
LICENCIATURA EM LINGUA PORTUGUESA E SUAS RESPECTIVAS LITERATURAS;Presencial;99.0;;;;;;;;;;35.0;;;;;;;;;
LICENCIATURA EM MATEMATICA;Presencial;701.0;;;;;;;;;;44.0;;;;;;;;;
LICENCIATURA EM MATEMATICA - CAMPUS MOSSORO;Presencial;42.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM MUSICA;Presencial;108.0;;;;;;;;;;29.0;;;;;;;;;
LICENCIATURA EM MUSICA EDUCACAO MUSICAL;Presencial;24.0;;;;;;;;;;11.0;;;;;;;;;
LICENCIATURA EM PEDAGOGIA;Presencial;606.0;;;;;;;;;;223.0;;;;;;;;;
LICENCIATURA EM PEDAGOGIA - EDUCACAO ESPECIAL;Presencial;1.0;;;;;;;;;;16.0;;;;;;;;;
LICENCIATURA EM PEDAGOGIA - GESTAO E SUPERVISAO DE PROCESSOS EDUCATIVOS;Presencial;6.0;;;;;;;;;;116.0;;;;;;;;;
LICENCIATURA EM PEDAGOGIA - PEDAGOGIA DO TRABALHO;Presencial;5.0;;;;;;;;;;23.0;;;;;;;;;
LICENCIATURA EM QUIMICA;Presencial;637.0;;;;;;;;;;129.0;;;;;;;;;
LICENCIATURA EM QUIMICA - CAMPUS APODI;Presencial;44.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM QUIMICA - CAMPUS CURRAIS NOVOS;Presencial;39.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM QUIMICA - CAMPUS IPANGUASSU;Presencial;42.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM QUIMICA - CAMPUS PAU DOS FERROS;Presencial;41.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA EM QUIMICA NOTURNO;Presencial;31.0;;;;;;;;;;18.0;;;;;;;;;
LICENCIATURA EM SOCIOLOGIA;Presencial;23.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA ESPECIFICA PARA A FORMACAO DE PROFESSORES INDIGENAS KAINGANG;Presencial;58.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA INDÍGENA POLÍTICAS EDUCACIONAIS E DESENVOLVIMENTO SUSTENTÁVEL;Presencial;;;;;115.0;139.0;;122.0;;119.0;;;;;71.0;1.0;;0.0;;35.0
LICENCIATURA INTEGRADA EM BIOLOGIA E QUÍMICA;Presencial;;;;129.0;41.0;62.0;;58.0;;;;;;0.0;0.0;0.0;;190.0;;
LICENCIATURA INTEGRADA EM CIÊNCIAS, MATEMÁTICA E LINGUAGENS;Presencial;;;;;;;62.0;66.0;81.0;123.0;;;;;;;51.0;57.0;69.0;42.0
LICENCIATURA INTEGRADA EM HISTÓRIA E GEOGRAFIA;Presencial;;;;175.0;88.0;;44.0;;;;;;;0.0;0.0;;0.0;;;
LICENCIATURA INTEGRADA EM MATEMÁTICA E FÍSICA;Presencial;;;;143.0;94.0;;;57.0;56.0;35.0;;;;0.0;0.0;;;267.0;206.0;9.0
LICENCIATURA INTEGRADA EM PORTUGUÊS E INGLÊS;Presencial;;;;273.0;123.0;52.0;;61.0;59.0;45.0;;;;0.0;0.0;0.0;;331.0;314.0;29.0
LICENCIATURA INTEGRADA QUIMICA FISICA PARA MATRICULA ANTES DA OPCAO;Presencial;33.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA INTEGRADA QUIMICAFISICA - LICENCIATURA EM FISICA;Presencial;3.0;;;;;;;;;;7.0;;;;;;;;;
LICENCIATURA INTEGRADA QUIMICAFISICA - LICENCIATURA EM QUIMICA;Presencial;5.0;;;;;;;;;;1.0;;;;;;;;;
LICENCIATURA INTERCULTURAL;Presencial;;144.0;;;;;;;;;;0.0;;;;;;;;
LICENCIATURA INTERCULTURAL - CIENCIAS SOCIAIS;Presencial;57.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA INTERCULTURAL - COMUNICACAO E ARTES;Presencial;2.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA INTERCULTURAL EM EDUCACAO ESCOLAR INDIGENA;Presencial;109.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA INTERCULTURAL INDÍGENA;Presencial;;;156.0;102.0;100.0;30.0;273.0;215.0;364.0;73.0;;;38.0;43.0;3.0;34.0;55.0;157.0;146.0;44.0
LICENCIATURA PARA PROFESSORES DE EDUCACAO INDIGENAS DO ALTO SOLIMOES - ANTROPOLOGIA SOCIOLOGIA E FILOSOFIA;Presencial;1.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA PLENA;Presencial;2.0;;;;;;;;;;77.0;;;;;;;;;
LICENCIATURA PLENA EDUCACAO FISICA;Presencial;43.0;;;;;;;;;;20.0;;;;;;;;;
LICENCIATURA PLENA EM CIENCIAS BIOLOGICAS SAO CARLOS;Presencial;36.0;;;;;;;;;;9.0;;;;;;;;;
LICENCIATURA PLENA EM CIENCIAS BIOLOGICAS SOROCABA;Presencial;44.0;;;;;;;;;;13.0;;;;;;;;;
LICENCIATURA PLENA EM CIENCIAS NATURAIS - BIOLOGIA;Presencial;40.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA PLENA EM CIÊNCIAS;Presencial;;;205.0;205.0;206.0;;;;;;;;0.0;0.0;9.0;;;;;
LICENCIATURA PLENA EM ECUCACAO DO CAMPO;Presencial;59.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA PLENA EM EDUCACAO DO CAMPO;Presencial;300.0;;;;;;;;;;1.0;;;;;;;;;
LICENCIATURA PLENA EM FILOSOFIA;Presencial;50.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA PLENA EM FISICA;Presencial;20.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA PLENA EM LETRAS;Presencial;98.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA PLENA EM LETRAS - LINGUA PORTUGUESA;Presencial;35.0;;;;;;;;;;54.0;;;;;;;;;
LICENCIATURA PLENA EM LETRAS ESPANHOL E RESPECTIVAS LITERATURAS;Presencial;50.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA PLENA EM LETRAS PORTUGUES E ESPANHOL;Presencial;23.0;;;;;;;;;;15.0;;;;;;;;;
LICENCIATURA PLENA EM LETRAS PORTUGUES E INGLES;Presencial;23.0;;;;;;;;;;15.0;;;;;;;;;
LICENCIATURA PLENA EM MATEMATICA;Presencial;122.0;;;;;;;;;;29.0;;;;;;;;;
LICENCIATURA PLENA EM PEDAGOGIA;Presencial;720.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA PLENA EM QUIMICA;Presencial;59.0;;;;;;;;;;0.0;;;;;;;;;
LICENCIATURA QUIMICA;Presencial;126.0;;;;;;;;;;0.0;;;;;;;;;
LICNCIATURA PLENA EM CIENCIAS BIOLOGICAS;Presencial;162.0;;;;;;;;;;37.0;;;;;;;;;
LINGUA ESTRANGEIRA;Presencial;62.0;;;;;;;;;;0.0;;;;;;;;;
LINGUA ESTRANGEIRA - ESPANHOL;Presencial;1.0;;;;;;;;;;0.0;;;;;;;;;
LINGUA ESTRANGEIRA - INGLES;Presencial;1.0;;;;;;;;;;0.0;;;;;;;;;
LINGUA ESTRANGEIRA MODERNA;Presencial;102.0;;;;;;;;;;33.0;;;;;;;;;
LINGUA PORTUGUESA E RESPECTIVAS LITERATURAS;Presencial;19.0;;;;;;;;;;7.0;;;;;;;;;
LINGUAGEM E COMUNICACAO;Presencial;29.0;;;;;;;;;;0.0;;;;;;;;;
LINGUAGEM E COMUNICAÇÃO;Presencial;;33.0;37.0;37.0;25.0;;35.0;35.0;32.0;30.0;;0.0;0.0;0.0;7.0;;18.0;10.0;9.0;6.0
LINGUAGENS E CÓDIGOS;Presencial;;61.0;60.0;16.0;;;;;39.0;31.0;;0.0;0.0;0.0;;;;;0.0;0.0
LINGUAGENS E CÓDIGOS - LÍNGUA PORTUGUESA;Presencial;;;;;39.0;41.0;40.0;55.0;41.0;40.0;;;;;0.0;4.0;26.0;30.0;41.0;30.0
LINGUAGENS E CÓDIGOS - MÚSICA;Presencial;;;;;9.0;46.0;;19.0;18.0;18.0;;;;;0.0;0.0;;6.0;2.0;0.0
LINGUAS ESTRANGEIRAS APLICADAS AS NEGOCIACOES INTERNACIONAIS;Presencial;64.0;;;;;;;;;;23.0;;;;;;;;;
LINGUISTICA;Presencial;36.0;;;;;;;;;;13.0;;;;;;;;;
LINGUÍSTICA;Presencial;;64.0;64.0;71.0;72.0;65.0;64.0;64.0;71.0;71.0;;23.0;13.0;35.0;36.0;37.0;31.0;37.0;39.0;28.0
LOGISTICA;Presencial;387.0;;;;;;;;;;147.0;;;;;;;;;
LOGÍSTICA;Presencial;;21205.0;25540.0;30228.0;28551.0;28606.0;22726.0;20701.0;20111.0;20102.0;;8854.0;10433.0;12863.0;13418.0;11971.0;13021.0;11921.0;9290.0;8644.0
LOGÍSTICA AEROPORTUÁRIA;Presencial;;;58.0;82.0;70.0;49.0;66.0;82.0;172.0;178.0;;;26.0;36.0;35.0;23.0;32.0;23.0;61.0;76.0
LOGÍSTICA EMPRESARIAL;Presencial;;3.0;3.0;6.0;6.0;5.0;;;;;;1.0;0.0;4.0;1.0;1.0;;;;
LUTERIA;Presencial;;;;38.0;34.0;34.0;41.0;29.0;30.0;30.0;;;;9.0;9.0;8.0;9.0;4.0;15.0;10.0
LÍGUA INGLESA - LINGUISTICA APLICADA AO ENSINO DE LÍNGUA ESTRANGEIRA;Presencial;;;;;;;3.0;;;;;;;;;;0.0;;;
LÍNGUA E LITERATURA PORTUGUESA;Presencial;;72.0;81.0;71.0;;;;;;;;57.0;66.0;57.0;;;;;;
LÍNGUA E LITERATURAS DA LÍNGUA INGLESA;Presencial;;44.0;46.0;30.0;40.0;37.0;20.0;16.0;19.0;23.0;;33.0;77.0;16.0;17.0;38.0;4.0;8.0;9.0;12.0
LÍNGUA FRANCESA E SUAS RESPECTIVAS LITERATURAS;Presencial;;10.0;10.0;;10.0;8.0;;;;;;4.0;3.0;;1.0;4.0;;;;
LÍNGUA INGLESA - LINGUÍSTICA APLICADA AO ENSINO DE LÍNGUA ESTRANGEIRA;Presencial;;;;;;;;;2.0;;;;;;;;;;3.0;
LÍNGUA PORTUGUESA E LITERATURAS DE LÍNGUA PORTUGUESA;Presencial;;;;61.0;10.0;;6.0;1.0;3.0;;;;;0.0;0.0;;22.0;1.0;1.0;
LÍNGUA PORTUGUESA E RESPECTIVAS LITERATURAS;Presencial;;64.0;65.0;9.0;19.0;20.0;19.0;15.0;21.0;29.0;;12.0;5.0;10.0;6.0;12.0;9.0;17.0;7.0;9.0
LÍNGUAS ESTRANGEIRAS APLICADAS ÀS NEGOCIAÇÕES INTERNACIONAIS;Presencial;;72.0;76.0;66.0;64.0;102.0;107.0;107.0;99.0;115.0;;26.0;17.0;20.0;33.0;31.0;39.0;22.0;24.0;52.0
MAGISTERIO INDIGENA TREMEMBE SUPERIOR;Presencial;36.0;;;;;;;;;;0.0;;;;;;;;;
MANUFATURA AERONÁUTICA;Presencial;;;102.0;92.0;13.0;2.0;;;;;;;5.0;6.0;35.0;35.0;;;;
MANUFATURA AVANÇADA;Presencial;;;;;;;;;;127.0;;;;;;;;;;0.0
MANUTENCAO INDUSTRIAL;Presencial;57.0;;;;;;;;;;17.0;;;;;;;;;
MANUTENÇÃO DE AERONAVES;Presencial;;179.0;296.0;508.0;441.0;496.0;408.0;287.0;273.0;262.0;;100.0;81.0;118.0;112.0;125.0;154.0;173.0;102.0;111.0
MANUTENÇÃO ELETROMECÂNICA INDUSTRIAL;Presencial;;2.0;6.0;;;;;;;;;11.0;4.0;;;;;;;
MANUTENÇÃO INDUSTRIAL;Presencial;;1261.0;1207.0;1294.0;1126.0;1088.0;1065.0;1061.0;1009.0;929.0;;159.0;301.0;284.0;334.0;291.0;314.0;294.0;296.0;485.0
MANUTENÇÃO MECÂNICA;Presencial;;29.0;28.0;25.0;43.0;47.0;;;;;;15.0;14.0;14.0;24.0;3.0;;;;
MAQUIAGEM PROFISSIONAL;Presencial;;37.0;84.0;3.0;;;;;;;;0.0;9.0;13.0;;;;;;
MARKETING;Presencial;985.0;13465.0;14661.0;17915.0;15894.0;14749.0;12459.0;12126.0;12025.0;12134.0;422.0;6163.0;6358.0;6654.0;6660.0;6249.0;5875.0;5725.0;4778.0;5074.0
MARKETING CAMPUS CENTRO I-PRES VARGAS;Presencial;54.0;;;;;;;;;;66.0;;;;;;;;;
MARKETING CAMPUS NITEROI;Presencial;23.0;;;;;;;;;;29.0;;;;;;;;;
MARKETING CAMPUS TOM JOBIM;Presencial;56.0;;;;;;;;;;38.0;;;;;;;;;
MARKETING CAMPUS VILA VALQUEIRE;Presencial;26.0;;;;;;;;;;19.0;;;;;;;;;
MARKETING DE VAREJO;Presencial;;26.0;42.0;;;;;;;;;18.0;40.0;;;;;;;
MARKETING E COMUNICAÇÃO PROMOCIONAL;Presencial;;1.0;;;;;;;;;;12.0;;;;;;;;
MARKETING E PROMOÇÃO DE VENDAS;Presencial;;1.0;;;;;;;;;;12.0;;;;;;;;
MARKETING E PROPAGANDA;Presencial;115.0;98.0;183.0;215.0;317.0;270.0;141.0;119.0;98.0;85.0;117.0;99.0;70.0;63.0;96.0;76.0;105.0;65.0;102.0;49.0
MARKETING ESTRATÉGICO;Presencial;;137.0;143.0;198.0;2.0;;;;;;;4.0;23.0;13.0;14.0;;;;;
MARKETING NOVA AMERICA;Presencial;74.0;;;;;;;;;;34.0;;;;;;;;;
MATEMATICA;Presencial;14274.0;;;;;;;;;;6673.0;;;;;;;;;
MATEMATICA  CHACARA SANTO ANTONIO;Presencial;75.0;;;;;;;;;;39.0;;;;;;;;;
MATEMATICA  NOTURNO;Presencial;43.0;;;;;;;;;;0.0;;;;;;;;;
MATEMATICA  TATUAPE;Presencial;50.0;;;;;;;;;;7.0;;;;;;;;;
MATEMATICA - BACHAREL EM MATEMATICA MATEMATICA APLICADA E COMPUTACIONAL;Presencial;31.0;;;;;;;;;;2.0;;;;;;;;;
MATEMATICA - BACHAREL EM MATEMATICA MATEMATICA PURA;Presencial;19.0;;;;;;;;;;2.0;;;;;;;;;
MATEMATICA - BACHARELADO;Presencial;76.0;;;;;;;;;;7.0;;;;;;;;;
MATEMATICA - LICENCIATURA;Presencial;135.0;;;;;;;;;;8.0;;;;;;;;;
MATEMATICA - MATEMATICA;Presencial;66.0;;;;;;;;;;78.0;;;;;;;;;
MATEMATICA - MATEMATICA APLICADA E COMPUTACIONAL;Presencial;3.0;;;;;;;;;;1.0;;;;;;;;;
MATEMATICA - MATEMATICA E COMPUTACAO CIENTIFICA;Presencial;31.0;;;;;;;;;;2.0;;;;;;;;;
MATEMATICA - MATEMATICA ENFASE EM INFORMATICA;Presencial;66.0;;;;;;;;;;54.0;;;;;;;;;
MATEMATICA APLICADA;Presencial;78.0;;;;;;;;;;6.0;;;;;;;;;
MATEMATICA APLICADA - HABILITACAO EM METODOS MATEMATICOS;Presencial;1.0;;;;;;;;;;1.0;;;;;;;;;
MATEMATICA APLICADA A NEGOCIOS;Presencial;52.0;;;;;;;;;;12.0;;;;;;;;;
MATEMATICA APLICADA E COMPUTACAO CIENTIFICA;Presencial;25.0;;;;;;;;;;12.0;;;;;;;;;
MATEMATICA APLICADA E COMPUTACIONAL;Presencial;82.0;;;;;;;;;;25.0;;;;;;;;;
MATEMATICA APLICADA E COMPUTACIONAL - CIENCIAS BIOLOGICAS;Presencial;3.0;;;;;;;;;;2.0;;;;;;;;;
MATEMATICA APLICADA E COMPUTACIONAL - COMUNICACAO CIENTIFICA;Presencial;1.0;;;;;;;;;;1.0;;;;;;;;;
MATEMATICA APLICADA E COMPUTACIONAL - MECATRONICA E SISTEMAS MECANICOS;Presencial;3.0;;;;;;;;;;1.0;;;;;;;;;
MATEMATICA APLICADA E COMPUTACIONAL - METODOS MATEMATICOS;Presencial;1.0;;;;;;;;;;0.0;;;;;;;;;
MATEMATICA APLICADA E COMPUTACIONAL - SAUDE ANIMAL;Presencial;4.0;;;;;;;;;;1.0;;;;;;;;;
MATEMATICA APLICADA E COMPUTACIONAL - SAUDE PUBLICA;Presencial;1.0;;;;;;;;;;0.0;;;;;;;;;
MATEMATICA APLICADA E COMPUTACIONAL - SISTEMAS E CONTROLE;Presencial;2.0;;;;;;;;;;0.0;;;;;;;;;
MATEMATICA BACHARELADO;Presencial;134.0;;;;;;;;;;69.0;;;;;;;;;
MATEMATICA CAICO;Presencial;37.0;;;;;;;;;;35.0;;;;;;;;;
MATEMATICA CAMPUS PRACA XI;Presencial;39.0;;;;;;;;;;46.0;;;;;;;;;
MATEMATICA CDR;Presencial;19.0;;;;;;;;;;14.0;;;;;;;;;
MATEMATICA COM ENFASE EM INFORMATICA;Presencial;11.0;;;;;;;;;;31.0;;;;;;;;;
